Posicao;Nome;Curso;Opcao;Grupo;Media
1450;Kirestin Durham Hebert;Engenharia Civil - Sao Carlos;2;1;735.00
1451;Hadley Christian Landry;Matematica - Sao Carlos;1;3;735.00
1452;Yolanda Grimes David;Enhenharia de Producao - Sao Carlos;1;2;734.86
1453;Hadley Jackson Boyd;Agroecologia - Araras;1;5;734.86
1454;Denise Kelly Hayden;Engenharia Florestal - Sorocaba;1;5;734.75
1455;Elizabeth Pacheco Giles;Fisioterapia - Sao Carlos;2;3;734.63
1456;Ulric Serrano Huffman;Matematica - Sao Carlos;1;3;734.57
1457;Dakota Bridges Harding;Psicologia - Sao Carlos;1;5;734.56
1458;Kiayada Lowe Hines;Ciencias Econimcas - Sorocaba;2;5;734.44
1459;Bianca Sharpe Massey;Administracao - Sorocaba;2;5;734.38
1460;Victor Jensen Richardson;Engenharia Eletrica - Sao Carlos;2;3;734.29
1461;Yen Murray Shannon;Enhenharia de Producao - Sao Carlos;2;4;734.29
1462;Eden Little Hays;Biotecnologia - Sao Carlos;1;3;734.25
1463;Rahim Townsend Allen;Biblioteconomia - Sao Carlos;2;5;734.25
1464;Courtney Riggs Sandoval;Engenharia Fisica - Sao Carlos;2;5;734.14
1465;Josiah Branch May;Engenharia de Materiais - Sao Carlos;1;1;734.14
1466;Tallulah Orr Leonard;Agroecologia - Araras;1;5;734.14
1467;Acton Ball Small;Administracao - Sorocaba;1;5;734.00
1468;Roary Mendoza Moss;Engenharia de alimentos - Lagoa do Sino;2;1;734.00
1469;Sylvia Sampson Mcfadden;Ciencia da Computacao - Sorocaba;1;5;734.00
1470;Katell Perry Cohen;Gerontologia - Sao Carlos;2;1;734.00
1471;Candace Shelton Hampton;Ciencias Sociais - Sao Carlos;2;5;734.00
1472;Callie Buckley Vaughn;Gerontologia - Sao Carlos;2;1;733.89
1473;Ingrid Mcguire Conner;Engenharia Eletrica - Sao Carlos;1;1;733.86
1474;Serena Booth Wood;Terapia Ocupacional - Sao Carlos;2;3;733.78
1475;Noel Duffy Rivas;Psicologia - Sao Carlos;1;3;733.78
1476;Holmes Hancock Beach;Gerontologia - Sao Carlos;1;5;733.78
1477;Gisela Jones Norman;Ciencias Biologicas - Sao Carlos;1;3;733.75
1478;Lydia Griffith Fitzpatrick;Geografia - Sorocaba;1;1;733.75
1479;Nerea Shaw Villarreal;Ciencias Sociais - Sao Carlos;2;3;733.71
1480;Macaulay;Agroecologia - Araras;1;5;733.43
1481;Naomi;Biotecnologia - Araras;1;5;733.22
1482;Faith Velez Goodwin;Biotecnologia - Araras;1;5;733.22
1483;Ashton Maddox Lopez;Engenharia Mecanica - Sao Carlos;1;3;733.14
1484;Alec Manning Pugh;Pedagogia - Sao Carlos;2;3;733.14
1485;Cleo Garner Sanford;Biotecnologia - Sao Carlos;1;5;733.00
1486;Britanney Arnold Dunlap;Ciencia da Computacao - Sao Carlos;2;1;733.00
1487;Jane Patrick Marshall;Ciencias Econimcas - Sorocaba;2;4;732.89
1488;Ishmael Hebert Schneider;Engenharia Ambiental - Lagoa do Sino;1;1;732.89
1489;Paul Parsons Hurst;Engenharia Eletrica - Sao Carlos;1;3;732.86
1490;Kirk Guerrero Delaney;Educacao Especial - Sao Carlos;1;5;732.57
1491;Jenna Peters Ryan;Engenharia de Materiais - Sao Carlos;1;2;732.57
1492;Eden Sheppard Arnold;Biotecnologia - Araras;1;5;732.56
1493;Tanek Meadows Tyler;Biotecnologia - Sao Carlos;1;5;732.50
1494;Mira Ochoa David;Engenharia Civil - Sao Carlos;1;5;732.50
1495;Murphy Wood Mckinney;Ciencias Biologicas - Sorocaba;1;1;732.38
1496;Cameron Poole Dean;Educacao Fisica - Sao Carlos;1;5;732.33
1497;Alea Hodges Joyner;Engenharia Eletrica - Sao Carlos;2;2;732.14
1498;Jenna Mcbride Richards;Engenharia Quimica - Sao Carlos;1;3;732.14
1499;Shannon Crosby Higgins;Terapia Ocupacional - Sao Carlos;1;5;732.00
1500;Acton Bennett Wilkerson;Gerontologia - Sao Carlos;1;5;732.00
1501;Violet Soto Tyler;Imagem Som - Sao Carlos;2;5;732.00
1502;Orson Casey Wooten;Fisica - Sao Carlos;2;5;731.86
1503;Cherokee Vega Mack;Psicologia - Sao Carlos;2;4;731.67
1504;Thomas Sandoval Vazquez;Quimica - Sorocaba;1;5;731.67
1505;Kyla Riddle Whitfield;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;5;731.57
1506;Leandra Bolton Steele;Engenharia Eletrica - Sao Carlos;1;5;731.57
1507;Tallulah Dyer Hutchinson;Engenharia Civil - Sao Carlos;1;5;731.38
1508;Zephania Solis Hopkins;Terapia Ocupacional - Sao Carlos;1;1;731.22
1509;Carlos Curtis Schultz;Psicologia - Sao Carlos;1;3;731.11
1510;Audrey Quinn Nicholson;Engenharia Quimica - Sao Carlos;2;3;731.00
1511;Dillon Lawrence Combs;Ciencias Sociais - Sao Carlos;1;3;730.86
1512;Garrison Mcclure Kirby;Matematica - Sao Carlos;1;3;730.86
1513;Kevin Vasquez Wilcox;Ciencia da Computacao - Sao Carlos;1;5;730.50
1514;Justin Small Morrow;Engenharia de alimentos - Lagoa do Sino;2;5;730.44
1515;Hayfa Cantu Sears;Matematica - Sorocaba;1;5;730.38
1516;Yvonne Stein Cook;Geografia - Sorocaba;1;2;730.38
1517;Cherokee Macias Kane;Fisica - Sao Carlos;1;1;730.29
1518;Branden Wallace Knapp;Fisioterapia - Sao Carlos;2;5;730.25
1519;Garrett Camacho Sanford;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;5;730.14
1520;Lenore Kirk Cook;Matematica - Sao Carlos;1;3;730.00
1521;Lacy Estrada Luna;Biblioteconomia - Sao Carlos;2;5;730.00
1522;Patience Alexander Morris;Administracao - Sorocaba;1;1;729.88
1523;Connor Holder Garrett;Engenharia Eletrica - Sao Carlos;1;5;729.86
1524;Emily Tate Middleton;Ciencias Sociais - Sao Carlos;1;1;729.57
1525;Neville Johnson Jacobs;Engenharia de Materiais - Sao Carlos;1;5;729.57
1526;Justin Salazar Contreras;Matematica - Sorocaba;2;5;729.38
1527;Christen Greer Cantu;Imagem Som - Sao Carlos;2;5;729.25
1528;Mikayla Hampton Page;Gerontologia - Sao Carlos;2;5;729.22
1529;Quemby Boyle Durham;Engenharia Florestal - Sorocaba;1;5;729.13
1530;Galvin Hopkins Coffey;Geografia - Sorocaba;2;2;728.88
1531;Holly Lara Wilder;Enfermagem - Sao Carlos;1;5;728.75
1532;Lacota Mckenzie Wise;Engenharia Quimica - Sao Carlos;1;3;728.71
1533;Nevada Chan Leonard;Turismo - Sorocaba;1;5;728.56
1534;Barbara Callahan Park;Fisica - Araras;1;5;728.56
1535;Nathan Potts Cherry;Engenharia de alimentos - Lagoa do Sino;1;3;728.44
1536;Tiger Conley Bruce;Matematica - Sao Carlos;2;5;728.29
1537;Fritz Willis Cobb;Imagem Som - Sao Carlos;1;5;728.25
1538;Sydnee Morton Cameron;Filosofia - Sao Carlos;2;1;728.13
1539;Orlando Nelson Hawkins;Psicologia - Sao Carlos;2;3;728.11
1540;Simon Carr Underwood;Medicina - Sao Carlos;1;1;728.00
1541;Amanda Odonnell Crane;Engenharia de Computacao - Sao Carlos;1;5;727.88
1542;Bianca Dale Burns;Engenharia Eletrica - Sao Carlos;1;1;727.71
1543;Barrett Caldwell Hale;Gerontologia - Sao Carlos;2;4;727.67
1544;Joshua England Schwartz;Turismo - Sorocaba;1;5;727.56
1545;Mason;Ciencias Biologicas - Araras;1;5;727.50
1546;Regina Dyer Sanders;Pedagogia - Sorocaba;2;1;727.50
1547;Lenore Clarke Kidd;Engenharia Quimica - Sao Carlos;1;5;727.14
1548;Dieter Cummings Suarez;Gerontologia - Sao Carlos;1;5;727.11
1549;Justine Long Edwards;Fisica - Sao Carlos;1;5;727.00
1550;Jena Cooper Garrison;Engenharia de Materiais - Sao Carlos;1;5;727.00
1551;Kerry Waller Zimmerman;Terapia Ocupacional - Sao Carlos;2;1;726.56
1552;Zachary Malone Prince;Engenharia de alimentos - Lagoa do Sino;2;5;726.44
1553;Rana Brock Bryant;Engenharia Eletrica - Sao Carlos;1;5;726.43
1554;Ivy Nieves Cain;Engenharia Eletrica - Sao Carlos;2;2;726.43
1555;Carissa Hart Reid;Engenharia Civil - Sao Carlos;1;3;726.25
1556;Axel Horton Salas;Biblioteconomia - Sao Carlos;1;3;726.25
1557;Iona Haney Williams;Ciencias Sociais - Sao Carlos;1;3;726.14
1558;Dara Deleon Soto;Fisica - Sorocaba;1;5;726.11
1559;Shannon Rosario Stuart;Fisioterapia - Sao Carlos;1;5;726.00
1560;Leroy Ortiz Stanley;Ciencia da Computacao - Sorocaba;1;1;725.88
1561;Rhoda Stanton Diaz;Matematica - Sao Carlos;2;2;725.86
1562;Ava Pittman Hamilton;Engenharia Civil - Sao Carlos;1;3;725.75
1563;Colt Pickett Parker;Enhenharia de Producao - Sao Carlos;2;3;725.71
1564;Keegan Rowe Berg;Engenharia de alimentos - Lagoa do Sino;2;3;725.56
1565;Keelie Garza Leonard;Engenharia Civil - Sao Carlos;1;1;725.38
1566;Penelope Williams Day;Ciencia da Computacao - Sao Carlos;2;5;725.25
1567;Shelley;Biotecnologia - Araras;1;5;725.22
1568;Mariam Kane Lowe;Engenharia Mecanica - Sao Carlos;1;5;725.14
1569;Willa Frederick Whitfield;Geografia - Sorocaba;1;4;724.88
1570;Dominique Kirby Jarvis;Engenharia Fisica - Sao Carlos;2;5;724.86
1571;Steven Frazier Weiss;Psicologia - Sao Carlos;1;4;724.78
1572;Pascale Ball Battle;Geografia - Sorocaba;2;5;724.38
1573;Haviva Melendez Marsh;Engenharia de Materiais - Sao Carlos;1;1;724.29
1574;Kevin Franco Davis;Pedagogia - Sorocaba;1;5;724.25
1575;Tobias Stevens Goodman;Biotecnologia - Araras;2;5;724.00
1576;Macy Nicholson Munoz;Engenharia Quimica - Sao Carlos;2;1;724.00
1577;Quinlan Hines Lopez;Engenharia Eletrica - Sao Carlos;2;5;724.00
1578;Branden Klein Delgado;Geografia - Sorocaba;2;3;723.75
1579;Rhea Howe Conley;Engenharia Agronomica - Araras;1;5;723.71
1580;Xerxes Cunningham Lott;Enhenharia de Producao - Sao Carlos;1;3;723.57
1581;Abbot Walls Gill;Engenharia de alimentos - Lagoa do Sino;2;3;723.44
1582;Beck Mathews Boyle;Fisica - Sorocaba;2;5;723.44
1583;Iliana Fields Little;Pedagogia - Sao Carlos;1;5;723.43
1584;Gil Travis Pratt;Engenharia de alimentos - Lagoa do Sino;1;5;722.67
1585;Xena Gonzales Munoz;Biblioteconomia - Sao Carlos;1;5;722.63
1586;McKenzie Keith Greer;Quimica - Araras;2;5;722.44
1587;Adrienne Powers Alston;Psicologia - Sao Carlos;1;5;722.33
1588;Tobias Haynes Burgess;Enhenharia de Producao - Sao Carlos;1;1;722.29
1589;Aspen Anthony Patterson;Engenharia Ambiental - Lagoa do Sino;1;5;722.11
1590;Lucian Schwartz Giles;Terapia Ocupacional - Sao Carlos;1;5;721.89
1591;Baker Klein Witt;Pedagogia - Sorocaba;2;5;721.88
1592;Vaughan Simmons Dorsey;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;721.71
1593;Stacy Tyson Maddox;Ciencias Sociais - Sao Carlos;1;1;721.71
1594;Laith Wiggins Heath;Geografia - Sorocaba;1;3;721.63
1595;Quintessa Matthews Alexander;Engenharia de Computacao - Sao Carlos;1;5;721.63
1596;Jordan Banks Conner;Geografia - Sorocaba;2;4;721.50
1597;Sopoline Gentry Barry;Quimica - Araras;2;5;721.22
1598;Quinn Owens Cross;Ciencias Sociais - Sao Carlos;1;3;721.14
1599;Bo Barker Greer;Ciencias Sociais - Sao Carlos;2;4;721.14
1600;Sydney Day Rojas;Matematica - Sao Carlos;2;3;721.00
1601;Hiroko Hogan Schroeder;Engenharia Agronomica - Lagoa do Sino;2;5;720.89
1602;Rigel Wilkinson Hays;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;720.86
1603;Cally Ramos Riggs;Enhenharia de Producao - Sao Carlos;1;5;720.86
1604;Naomi Sims Gregory;Engenharia Quimica - Sao Carlos;1;1;720.86
1605;Oprah Marsh Park;Geografia - Sorocaba;1;5;720.63
1606;Fritz Barr Franks;Matematica - Sao Carlos;1;5;720.43
1607;Fulton Manning Hobbs;Quimica - Sorocaba;1;5;720.33
1608;Fritz Valencia Salinas;Enhenharia de Producao - Sao Carlos;2;3;720.00
1609;Hedwig Norton Mcmillan;Engenharia Civil - Sao Carlos;1;5;720.00
1610;Sebastian Vargas Graves;Engenharia de Computacao - Sao Carlos;2;5;720.00
1611;Murphy;Ciencias Biologicas - Araras;2;5;719.75
1612;Delilah Jimenez Moreno;Engenharia Civil - Sao Carlos;1;1;719.75
1613;Quinn Watson Larsen;Matematica - Sao Carlos;2;5;719.71
1614;Kirsten Aguilar Whitley;Engenharia Eletrica - Sao Carlos;1;5;719.71
1615;Bethany Brennan Burns;Engenharia Quimica - Sao Carlos;2;1;719.57
1616;Karly Barry Meyer;Enhenharia de Producao - Sao Carlos;2;3;719.57
1617;Nell Sykes Williams;Administracao - Sorocaba;1;1;719.50
1618;Yolanda;Ciencias Biologicas - Araras;2;5;719.38
1619;Nadine Mcintosh Houston;Enhenharia de Producao - Sao Carlos;2;3;719.29
1620;Craig Delaney Jarvis;Matematica - Sao Carlos;2;5;719.29
1621;Reagan Craft Carney;Enhenharia de Producao - Sao Carlos;1;3;719.29
1622;Sopoline Brock Maldonado;Ciencia da Computacao - Sao Carlos;2;1;718.88
1623;Brynn Orr Brown;Enhenharia de Producao - Sao Carlos;2;5;718.86
1624;Jolene Baldwin Richards;Fisioterapia - Sao Carlos;1;5;718.75
1625;Rosalyn Cardenas Brewer;Linguistica - Sao Carlos;1;3;718.63
1626;Madison Malone Acevedo;Fisica - Sao Carlos;1;1;718.57
1627;Oprah Christian Combs;Fisioterapia - Sao Carlos;1;5;718.50
1628;Bo Grant Sawyer;Matematica - Sao Carlos;2;2;718.29
1629;Kiara Hardy Cooper;Ciencias Sociais - Sao Carlos;2;1;718.29
1630;Sydnee Larson Hale;Engenharia de alimentos - Lagoa do Sino;1;3;718.00
1631;Aurelia Rivas Wolf;Enhenharia de Producao - Sao Carlos;1;5;718.00
1632;Xander Burns Warner;Ciencias Biologicas - Araras;1;5;718.00
1633;Callum Pruitt Sosa;Pedagogia - Sao Carlos;1;5;717.86
1634;Chandler Raymond William;Ciencia da Computacao - Sao Carlos;2;5;717.50
1635;Noel Whitney Snyder;Fisica - Araras;1;5;717.33
1636;Violet Shaw Mckinney;Engenharia de alimentos - Lagoa do Sino;1;1;717.33
1637;Steven Watkins Mcguire;Enhenharia de Producao - Sao Carlos;2;1;717.29
1638;Uma Brooks Burns;Medicina - Sao Carlos;2;1;717.00
1639;Shea Shannon William;Letras - Sao Carlos;1;5;717.00
1640;Alexandra Christian Morris;Geografia - Sorocaba;2;4;716.88
1641;Lisandra Alston Randolph;Ciencia da Computacao - Sorocaba;1;1;716.88
1642;Akeem Norman Lane;Enhenharia de Producao - Sao Carlos;1;3;716.86
1643;Kellie Anthony Powell;Letras - Sao Carlos;2;5;716.75
1644;Pamela Mueller Frazier;Matematica - Sao Carlos;2;5;716.71
1645;Zoe Pacheco Greer;Matematica - Sao Carlos;1;3;716.43
1646;Hayden Petersen Lamb;Psicologia - Sao Carlos;1;5;716.33
1647;Joel Vaughn Lindsay;Engenharia Eletrica - Sao Carlos;1;1;716.14
1648;Matthew Mendez Russo;Matematica - Sao Carlos;2;5;716.14
1649;Jescie Carey Avery;Linguistica - Sao Carlos;1;5;716.13
1650;Chanda Slater Sanders;Ciencias Econimcas - Sorocaba;1;5;715.89
1651;Keane Livingston Beach;Ciencias Biologicas - Sao Carlos;1;5;715.88
1652;Scott Bishop Winters;Gerontologia - Sao Carlos;1;5;715.78
1653;Hilel Warner Colon;Geografia - Sorocaba;1;5;715.75
1654;Jameson Nichols Fuller;Gerontologia - Sao Carlos;2;1;715.67
1655;Maris Padilla Small;Engenharia de alimentos - Lagoa do Sino;1;1;715.22
1656;Lamar Justice England;Matematica - Sao Carlos;1;5;715.14
1657;Alexis Valentine Hawkins;Ciencia da Computacao - Sorocaba;1;5;715.13
1658;Duncan Mccoy Wyatt;Terapia Ocupacional - Sao Carlos;1;5;715.00
1659;Imani Armstrong Davenport;Engenharia Ambiental - Lagoa do Sino;1;3;714.89
1660;Kimberley Salas Harris;Biotecnologia - Sao Carlos;2;5;714.75
1661;Gil Santos Bradley;Turismo - Sorocaba;1;5;714.56
1662;Xenos Lucas Olson;Biotecnologia - Sao Carlos;1;5;714.25
1663;Ferris Bennett Hinton;Enhenharia de Producao - Sao Carlos;2;3;713.86
1664;Juliet Mclean Carrillo;Engenharia Civil - Sao Carlos;2;1;713.75
1665;Len Garner Adkins;Geografia - Sorocaba;1;3;713.50
1666;Cairo Livingston Logan;Engenharia Ambiental - Lagoa do Sino;1;3;713.44
1667;Keelie Bird Bass;Medicina - Sao Carlos;1;1;713.43
1668;Keiko Bowman Tyler;Fisica - Sao Carlos;1;5;713.43
1669;Hollee Weber Daugherty;Turismo - Sorocaba;1;5;713.33
1670;Keaton Kelley Jimenez;Engenharia Quimica - Sao Carlos;2;5;712.71
1671;Lee Kinney Barton;Ciencias Biologicas - Sorocaba;2;5;712.38
1672;Eliana Martinez Hinton;Pedagogia - Sorocaba;2;1;712.38
1673;Ifeoma Melton Copeland;Quimica - Araras;1;5;712.33
1674;Elvis Baldwin Yates;Ciencias Biologicas - Sorocaba;1;5;712.25
1675;Patricia Steele Gilbert;Ciencias Biologicas - Sorocaba;2;5;712.25
1676;Kyle Mendoza Massey;Enhenharia de Producao - Sao Carlos;1;1;712.14
1677;Alexander Vasquez Graves;Geografia - Sorocaba;2;5;711.75
1678;Dolan Hopper Evans;Engenharia Mecanica - Sao Carlos;1;5;711.71
1679;Claire Peterson Thompson;Estatistica - Sao Carlos;1;5;711.57
1680;Zephania Hogan Horn;Engenharia Eletrica - Sao Carlos;2;5;711.57
1681;Vivien Hammond Sutton;Engenharia de Materiais - Sao Carlos;1;5;711.43
1682;Cora Peck Grant;Quimica - Sorocaba;2;5;711.33
1683;Bo Bowers Park;Engenharia Mecanica - Sao Carlos;1;5;711.29
1684;Chava Park England;Ciencias Biologicas - Sorocaba;1;5;711.25
1685;Bruce Richmond Williams;Engenharia Civil - Sao Carlos;2;4;711.25
1686;Carson Woodward Burch;Quimica - Sorocaba;1;5;711.11
1687;Mannix Carlson Bender;Ciencia da Computacao - Sorocaba;1;5;710.75
1688;Jelani Zamora Holland;Matematica - Sao Carlos;2;5;710.57
1689;Desirae Goodman Rodriquez;Engenharia Civil - Sao Carlos;2;1;710.38
1690;Noel Hanson Mccormick;Engenharia Civil - Sao Carlos;1;5;710.38
1691;Aristotle Christian Leonard;Gerontologia - Sao Carlos;1;5;710.33
1692;Rose Mcdowell Preston;Quimica - Sorocaba;1;5;710.22
1693;Ciaran Hernandez Gould;Engenharia Florestal - Sorocaba;2;5;710.13
1694;Mollie;Ciencias Biologicas - Araras;2;5;710.13
1695;Garrett Britt Cantrell;Ciencias Sociais - Sao Carlos;2;4;710.00
1696;Slade Buck Allen;Ciencias Biologicas - Sorocaba;1;5;710.00
1697;Autumn Trujillo Hunter;Terapia Ocupacional - Sao Carlos;2;5;710.00
1698;Joy Benton Donaldson;Engenharia de Producao - Sorocaba;1;5;709.88
1699;Benjamin Gallagher Dixon;Pedagogia - Sao Carlos;1;5;709.57
1700;Ryder Carson Curry;Quimica - Araras;1;5;709.56
1701;Jack Holmes Kemp;Gestao e Analise Ambiental - Sao Carlos;1;5;709.50
1702;Alana Dawson Lane;Engenharia de Computacao - Sao Carlos;1;5;709.50
1703;Leilani Benton Ellison;Matematica - Sao Carlos;2;5;709.43
1704;Kyle Fitzpatrick Horne;Ciencias Biologicas - Sao Carlos;1;5;709.38
1705;Sybil Parker Boyd;Engenharia Mecanica - Sao Carlos;2;4;709.29
1706;Oscar Rodriquez Wyatt;Ciencias Biologicas - Sorocaba;1;5;709.13
1707;Sylvia Holcomb Peters;Engenharia de Computacao - Sao Carlos;1;5;709.00
1708;Dylan Petty Mcbride;Engenharia Mecanica - Sao Carlos;2;5;708.86
1709;Jeremy Nelson Mckinney;Matematica - Sao Carlos;1;5;708.86
1710;Brennan Sandoval Silva;Fisica - Sao Carlos;1;1;708.86
1711;Karyn Good Valentine;Linguistica - Sao Carlos;1;5;708.75
1712;Ezra Moss Watkins;Enhenharia de Producao - Sao Carlos;1;1;708.57
1713;Jade Mcclain Clark;Gestao e Analise Ambiental - Sao Carlos;1;5;708.50
1714;Farrah Hewitt Cross;Engenharia de Producao - Sorocaba;1;5;708.00
1715;Jamal Mckay Allen;Ciencias Sociais - Sao Carlos;2;3;707.86
1716;Molly Booker Knight;Engenharia de Producao - Sorocaba;1;5;707.75
1717;Louis Ayers Marsh;Linguistica - Sao Carlos;1;5;707.75
1718;Jacqueline Frazier Campos;Engenharia Florestal - Sorocaba;2;5;707.63
1719;Bree Dorsey Matthews;Gestao e Analise Ambiental - Sao Carlos;1;5;707.25
1720;Christine Nolan Barry;Ciencia da Computacao - Sao Carlos;1;3;707.25
1721;Bevis Horne Medina;Ciencias Econimcas - Sorocaba;2;5;707.22
1722;Adara George Santiago;Ciencias Sociais - Sao Carlos;1;5;707.14
1723;Mufutau Stanley Walters;Gerontologia - Sao Carlos;2;5;707.11
1724;Chanda Velez Coffey;Quimica - Sao Carlos;1;5;707.00
1725;Rachel Rogers Stuart;Quimica - Sao Carlos;1;5;707.00
1726;Steven;Ciencias Biologicas - Araras;2;5;706.63
1727;Haley Miranda Hammond;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;706.57
1728;Carol Pena Mcguire;Enhenharia de Producao - Sao Carlos;2;3;706.57
1729;Dawn Griffith Heath;Ciencias Sociais - Sao Carlos;1;4;706.29
1730;Dennis Decker Ford;Pedagogia - Sorocaba;1;5;706.25
1731;Evelyn Johnston Weber;Pedagogia - Sao Carlos;1;5;705.71
1732;Halla Chan Vazquez;Ciencias Sociais - Sao Carlos;2;1;705.57
1733;Sigourney Klein Decker;Engenharia de Materiais - Sao Carlos;2;3;705.29
1734;Reece Cannon Rivers;Turismo - Sorocaba;2;5;705.11
1735;Lysandra Dean Mcdowell;Fisica - Araras;1;5;705.00
1736;Nash William Jennings;Fisica - Araras;2;5;705.00
1737;Beatrice Slater Rowe;Engenharia Ambiental - Lagoa do Sino;1;5;704.56
1738;David Carroll Golden;Engenharia Ambiental - Lagoa do Sino;1;5;704.44
1739;Blaze Davidson Savage;Engenharia Agronomica - Lagoa do Sino;1;5;704.33
1740;Chiquita Waters Savage;Ciencias Biologicas - Sorocaba;1;5;704.25
1741;Abdul Nash Greer;Turismo - Sorocaba;1;5;704.22
1742;Kasper Ross Richmond;Ciencias Biologicas - Sao Carlos;1;5;704.13
1743;Charity Daniel Carney;Ciencias Econimcas - Sorocaba;2;1;704.11
1744;Coby Cohen Robles;Engenharia Florestal - Sorocaba;1;5;703.88
1745;Miranda Gibson Barton;Medicina - Sao Carlos;1;5;703.71
1746;Ulysses Banks Fox;Engenharia Quimica - Sao Carlos;1;5;703.71
1747;Kiona Cardenas Duffy;Ciencias Sociais - Sao Carlos;2;4;703.43
1748;Wyoming Chandler Foley;Administracao - Sorocaba;1;1;703.38
1749;Mason Foreman Calderon;Engenharia de Materiais - Sao Carlos;1;1;703.00
1750;Sheila Woodard Mack;Engenharia Ambiental - Lagoa do Sino;2;3;702.89
1751;Elizabeth Wilson Giles;Geografia - Sorocaba;2;3;702.75
1752;Mollie Hammond Watts;Engenharia de Materiais - Sao Carlos;2;5;702.71
1753;Gil Mcpherson Wade;Engenharia de Computacao - Sao Carlos;1;5;702.50
1754;Paula Barnett Lopez;Educacao Fisica - Sao Carlos;1;5;702.50
1755;Linda Durham Andrews;Administracao - Sorocaba;2;5;702.25
1756;Alma Kemp Richards;Engenharia de Materiais - Sao Carlos;1;1;702.14
1757;Derek Hammond Bernard;Matematica - Sorocaba;1;5;702.13
1758;Rose Conway Mays;Enhenharia de Producao - Sao Carlos;1;3;702.00
1759;Shafira Wong Melton;Estatistica - Sao Carlos;2;5;701.86
1760;Anjolie;Ciencias Biologicas - Araras;2;5;701.75
1761;Quinn Boyd Macias;Ciencias Sociais - Sao Carlos;1;3;701.29
1762;Alexandra Hendricks Villarreal;Fisioterapia - Sao Carlos;2;5;701.25
1763;Merrill Meyer Erickson;Quimica - Araras;1;5;701.22
1764;Drew Hartman Perry;Estatistica - Sao Carlos;2;5;701.14
1765;Zahir Manning Ramsey;Turismo - Sorocaba;1;5;701.00
1766;Garrison Gilbert Kirby;Geografia - Sorocaba;1;5;701.00
1767;Basia Hernandez Wilkins;Medicina - Sao Carlos;1;1;701.00
1768;Lars Ware Taylor;Ciencias Sociais - Sao Carlos;1;3;700.71
1769;April Duffy Schwartz;Engenharia Quimica - Sao Carlos;1;1;700.57
1770;Bertha Velasquez Nolan;Engenharia Civil - Sao Carlos;1;5;700.50
1771;Tad Zimmerman Evans;Engenharia Agronomica - Araras;1;5;700.29
1772;Darius Peterson Atkins;Enfermagem - Sao Carlos;2;5;700.13
1773;Alfonso Patrick Farmer;Engenharia Florestal - Sorocaba;1;5;700.13
1774;Nola Morrison Munoz;Gestao e Analise Ambiental - Sao Carlos;2;5;699.88
1775;Stephanie Porter Head;Engenharia Quimica - Sao Carlos;2;1;699.86
1776;Shad Bonner Alexander;Estatistica - Sao Carlos;1;5;699.86
1777;Brenna Armstrong Small;Engenharia de Materiais - Sao Carlos;1;5;699.57
1778;Gail Vincent Morton;Fisica - Sorocaba;1;5;699.44
1779;Anne Roman Parker;Engenharia Civil - Sao Carlos;1;5;699.38
1780;Dillon Glass Lawrence;Educacao Fisica - Sao Carlos;2;5;699.17
1781;Angelica Rivas Cotton;Gestao e Analise Ambiental - Sao Carlos;1;5;699.13
1782;Paki Mcbride Mcmahon;Biblioteconomia - Sao Carlos;1;5;698.88
1783;Clayton Haynes Norris;Matematica - Sorocaba;1;5;698.88
1784;Rhona Townsend Hartman;Medicina - Sao Carlos;1;5;698.71
1785;Garth Lane Marsh;Engenharia de Materiais - Sao Carlos;2;3;698.71
1786;Luke Dixon Merrill;Fisica - Araras;1;5;698.67
1787;Jessamine Mccoy Bolton;Quimica - Sao Carlos;1;5;698.60
1788;Dillon Kane Barnett;Pedagogia - Sorocaba;1;1;698.50
1789;George;Ciencias Biologicas - Araras;1;5;698.50
1790;Kristen Gilliam Savage;Ciencias Econimcas - Sorocaba;1;5;698.22
1791;Sopoline Herring Aguirre;Engenharia Ambiental - Lagoa do Sino;1;5;697.89
1792;Lewis Pace Carney;Estatistica - Sao Carlos;2;5;697.86
1793;Zelenia Boone Haney;Psicologia - Sao Carlos;1;5;697.78
1794;Amena Pierce Glover;Matematica - Sorocaba;1;5;697.75
1795;Freya Buck West;Quimica - Araras;1;5;697.67
1796;MacKenzie Tillman Coffey;Engenharia de alimentos - Lagoa do Sino;1;5;697.56
1797;Melanie Mcpherson Perkins;Engenharia Ambiental - Lagoa do Sino;1;5;696.89
1798;Susan Davis Zimmerman;Ciencias Biologicas - Sorocaba;1;5;696.75
1799;Hammett Spencer Valenzuela;Fisioterapia - Sao Carlos;1;5;696.63
1800;Galvin Harding Pace;Engenharia Quimica - Sao Carlos;2;1;696.29
1801;Chester Stark Mosley;Medicina - Sao Carlos;1;1;696.29
