Classificados por curso:

Curso:;Agroecologia - Araras
Posicao;Nome;Opcao;Grupo;Media
16;HARDING SHIELDS SANTIAGO;1;3;773.29
17;CURRAN HINTON FRAZIER;2;4;770.14
18;HAYES BOLTON BLANKENSHIP;1;3;770.00
19;REBEKAH ENGLISH BULLOCK;1;5;768.57
20;NEREA PENNINGTON ALVAREZ;2;3;767.14
21;STEVEN PADILLA MEADOWS;2;3;761.00
22;HANNA BARNETT MORROW;2;4;754.29
23;MICAH STEVENSON SALAZAR;1;5;747.71
24;CARYN MCCARTHY MCKEE;1;5;746.57
25;SIMON CARR UNDERWOOD;1;1;728.00
26;UMA BROOKS BURNS;2;1;717.00
27;KEELIE BIRD BASS;1;1;713.43
28;MIRANDA GIBSON BARTON;1;5;703.71
29;BASIA HERNANDEZ WILKINS;1;1;701.00
30;RHONA TOWNSEND HARTMAN;1;5;698.71
31;AMELIA LINDSEY SALAZAR;2;5;686.57
32;MELVIN LEACH SKINNER;1;5;684.00
33;DEANNA STUART UNDERWOOD;1;5;678.43
34;ALI CROSBY BERGER;1;5;662.00
35;ELIJAH WEBSTER ALFORD;2;5;658.71
36;AMANDA COLON RIVERS;1;5;656.29
37;NEREA HENDERSON OWENS;1;5;638.57
38;DORIS HOFFMAN AUSTIN;1;5;621.00
39;SIMON MULLINS BECK;1;5;613.57
40;NAYDA LE WALTER;1;5;607.43


Curso:;Pedagogia - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;ROGAN BRIGHT MENDEZ;1;2;871.57
2;CHRISTEN BURGESS ANDERSON;1;1;867.57
3;TOBIAS DILLARD JOHNSON;1;2;860.86
4;BLOSSOM HAYDEN JOHNSON;1;3;848.71
5;ALTHEA BRYANT BARLOW;1;2;848.71
6;JESSE MAY KANE;1;5;842.43
7;GRACE PALMER LEE;1;4;840.86
8;MACKENZIE WYNN DUDLEY;1;1;837.71
9;CAMILLE WATSON GATES;2;5;829.00
10;KAREEM FOSTER SINGLETON;2;4;813.14
11;BRYNN RIVAS KEMP;1;3;805.29
12;MERRITT WADE VANCE;2;2;804.29
13;IRENE SHAFFER FRANKS;1;3;800.71
14;FELICIA CARPENTER TYLER;2;5;798.43
15;WYOMING PRESTON GALLOWAY;1;5;793.86
16;SHEA ROBERSON GRIMES;1;4;791.43
17;MIRA FRAZIER GONZALEZ;2;2;791.43
18;CARLOS TUCKER KIRKLAND;1;5;783.43
19;OWEN OLSON STOUT;1;5;782.43
20;FLAVIA MATTHEWS STRICKLAND;1;3;779.57
21;LARA WOODWARD BURGESS;1;1;777.29
22;CYRUS BARRERA DOWNS;1;3;770.29
23;OTTO MORIN SCOTT;2;3;770.00
24;ADRIA ADKINS LANG;1;4;763.14
25;SEBASTIAN KENNEDY BLACKWELL;1;1;751.43
26;NINA BERNARD RIGGS;1;1;748.57
27;MEDGE ROACH DIXON;1;5;747.14
28;FRITZ BLAKE BOLTON;2;5;746.14
29;TATE PAYNE LYONS;1;1;745.14
30;VLADIMIR COLLIER BALDWIN;2;5;742.71
31;YVETTE MAYER MCCULLOUGH;2;1;740.14
32;MYRA VAZQUEZ ROSA;2;5;738.29
33;ALEC MANNING PUGH;2;3;733.14
34;ILIANA FIELDS LITTLE;1;5;723.43
35;CALLUM PRUITT SOSA;1;5;717.86
36;BENJAMIN GALLAGHER DIXON;1;5;709.57
37;EVELYN JOHNSTON WEBER;1;5;705.71
38;SYDNEY DUKE SPARKS;1;5;695.57
39;WADE YATES WYATT;1;5;683.14
40;MALIK SANDOVAL MCNEIL;1;5;681.86
41;EVANGELINE LOWE LOGAN;2;5;676.29
42;HASAD ALLEN BRIDGES;1;5;667.43
43;ALI HURLEY PUGH;1;5;663.71
44;ODETTE PORTER HARDY;1;5;631.29
45;NINA WALLER DANIELS;1;5;625.29


Curso:;Psicologia - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;SEBASTIAN SALINAS BRENNAN;1;5;869.33
2;SYDNEE RUTLEDGE ROBERTS;1;2;867.11
3;NOAH WOLFE HICKMAN;1;3;851.33
4;WYLIE FRANKS BEAN;1;5;832.89
5;HOWARD RICHARDSON HARRELL;1;1;830.56
6;GAVIN HOLT LOWE;1;1;826.11
7;DEMETRIA MOSES HAYNES;1;2;818.22
8;BRENDAN GOOD BEARD;1;5;817.11
9;JENA HAWKINS HALE;1;3;809.11
10;JESCIE GRIFFITH LAMB;1;5;807.67
11;LUNEA BRADY MORSE;1;1;802.78
12;JOSEPHINE INGRAM MICHAEL;1;5;800.11
13;LIBBY LANCASTER HORN;1;5;798.33
14;KAREN PIERCE BOWERS;2;5;796.00
15;YVETTE HUGHES AUSTIN;1;1;793.11
16;BEAU MCMAHON GUTHRIE;1;1;786.33
17;GAVIN DYER WARNER;1;3;785.78
18;MARSDEN HURST BARBER;1;2;783.00
19;PLATO MOSLEY LOTT;1;1;777.78
20;JAMES BUCKNER BLANKENSHIP;1;5;777.67
21;TANEK DENNIS GATES;2;5;777.56
22;CHEROKEE WEST MORSE;1;5;775.11
23;JEROME WOODWARD BOWERS;1;5;772.89
24;BROCK MORIN MATTHEWS;1;4;764.22
25;ARSENIO BECK PHELPS;1;2;762.11
26;TASHYA WEBSTER WEISS;1;4;757.22
27;JANA MORENO LARSON;1;5;742.44
28;ROSS LOPEZ BEAN;1;5;738.78
29;AUGUST WOODARD KLEIN;1;5;737.89
30;DAKOTA BRIDGES HARDING;1;5;734.56
31;NOEL DUFFY RIVAS;1;3;733.78
32;CHEROKEE VEGA MACK;2;4;731.67
33;CARLOS CURTIS SCHULTZ;1;3;731.11
34;ORLANDO NELSON HAWKINS;2;3;728.11
35;STEVEN FRAZIER WEISS;1;4;724.78
36;ADRIENNE POWERS ALSTON;1;5;722.33
37;HAYDEN PETERSEN LAMB;1;5;716.33
38;ZELENIA BOONE HANEY;1;5;697.78
39;SHAELEIGH MALDONADO STEVENS;1;5;695.89
40;NITA GUZMAN SLOAN;1;5;686.89


Curso:;Quimica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CURRAN BRYANT FITZGERALD;1;3;872.00
2;ALI BLAIR MEYER;1;3;851.80
3;PAKI LOPEZ GROSS;1;1;849.60
4;HYACINTH ESTES DANIEL;1;3;840.00
5;KRISTEN HOUSE HARMON;1;3;838.60
6;TOBIAS ROWLAND WILDER;1;5;831.40
7;ISABELLE KELLEY BYRD;1;4;817.40
8;MARNY POTTER STONE;1;4;811.20
9;HARDING HUDSON CARLSON;1;4;807.60
10;NOELANI COTE DONOVAN;1;5;798.40
11;ROANNA MCDOWELL VELEZ;1;5;798.20
12;EDEN CASH NIXON;1;5;795.80
13;MARVIN KLEIN MILLS;1;2;793.00
14;AMIR THOMPSON GLOVER;1;2;792.20
15;MASON KIDD FULLER;1;1;788.20
16;EUGENIA MEYERS GALLOWAY;1;2;775.80
17;VEDA STEVENS BEAN;1;1;772.20
18;HIROKO DONOVAN HAYES;2;1;767.00
19;DARYL PEARSON BARKER;2;5;750.40
20;BRIANNA BLACKBURN ROJAS;1;5;744.20
21;HOP BRADFORD WILLIS;1;1;737.60
22;CHANDA VELEZ COFFEY;1;5;707.00
23;RACHEL ROGERS STUART;1;5;707.00
24;JESSAMINE MCCOY BOLTON;1;5;698.60
25;OSCAR HOOVER PATTERSON;1;5;674.60
26;BLAINE CARLSON ROSARIO;1;5;674.20
27;ABEL SAVAGE KENNEDY;2;5;665.00
28;FLEUR HICKS TOWNSEND;2;5;647.80
29;SHAELEIGH KENT MCCALL;1;5;635.00
30;ARDEN OWEN HARDING;1;5;632.40


Curso:;Terapia Ocupacional - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;FARRAH WATTS HODGE;1;3;843.22
2;PERRY ANDREWS COPELAND;1;2;841.89
3;LESLIE BAXTER TILLMAN;1;1;841.33
4;HASAD SANDERS SUAREZ;1;4;834.44
5;SYBIL GOFF GRANT;1;2;827.89
6;SAVANNAH HOFFMAN SUAREZ;1;3;807.11
7;ASTRA FLEMING REEVES;1;3;799.00
8;WANDA OSBORNE CONTRERAS;1;3;790.33
9;SYLVESTER GILLIAM HULL;2;2;787.22
10;MCKENZIE SANCHEZ ROBBINS;1;5;783.56
11;JADA SANTOS FERRELL;2;5;783.00
12;URIAH GOFF CAMPOS;1;1;782.89
13;CLAUDIA MADDEN SCOTT;1;5;777.67
14;CLINTON TAYLOR NUNEZ;1;4;775.67
15;XERXES HOWARD ADKINS;2;3;773.78
16;JOELLE EVERETT KLEIN;2;2;770.00
17;IMOGENE RUTLEDGE WYNN;1;5;769.78
18;BURTON LINDSEY SHARPE;1;5;769.22
19;JULIAN HATFIELD PERRY;2;1;768.33
20;FREYA GREEN FERRELL;2;5;767.00
21;LEONARD BROCK MCCORMICK;1;5;761.67
22;HONORATO JACKSON MAXWELL;1;4;757.44
23;MAY WILLIAMSON SNYDER;2;4;756.89
24;MAISIE TRAVIS MAY;1;5;749.89
25;WILLA MARQUEZ HENSLEY;2;5;746.11
26;KEELY HAMPTON MEYER;2;1;737.00
27;SERENA BOOTH WOOD;2;3;733.78
28;SHANNON CROSBY HIGGINS;1;5;732.00
29;ZEPHANIA SOLIS HOPKINS;1;1;731.22
30;KERRY WALLER ZIMMERMAN;2;1;726.56
31;LUCIAN SCHWARTZ GILES;1;5;721.89
32;DUNCAN MCCOY WYATT;1;5;715.00
33;AUTUMN TRUJILLO HUNTER;2;5;710.00
34;CHANDLER PAUL BEARD;1;5;676.67
35;MELANIE WOLFE TATE;2;5;669.89
36;BRYNN SNYDER HAMILTON;1;5;665.33
37;CONNOR QUINN MCCOY;1;5;653.11
38;ODYSSEUS MOSS GREEN;1;5;651.22
39;HEIDI SUTTON COBB;2;5;650.78
40;JESSAMINE BRADFORD UNDERWOOD;2;5;639.33


Curso:;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CADMAN MCDANIEL POPE;1;1;820.29
2;NOMLANGA ROBINSON MCCULLOUGH;1;3;806.71
3;QUINCY GONZALES LYNCH;1;5;798.14
4;ERASMUS PATE MCFARLAND;1;1;798.00
5;ORLANDO BURKE BAUER;1;1;794.00
6;INDIA TATE GUERRERO;1;4;792.14
7;EMI ALSTON PARSONS;2;3;790.43
8;TYRONE CARNEY LANGLEY;2;5;789.57
9;JULIET TRAN MOODY;1;3;788.14
10;SEPTEMBER HUBBARD BRIDGES;2;2;779.86
11;EDAN HICKMAN HOUSTON;2;5;775.43
12;MARCIA SCHROEDER HALL;1;5;773.71
13;CHANTALE HAMMOND NIEVES;1;1;770.57
14;TIGER VAUGHN TERRELL;2;1;767.00
15;KIMBERLY TANNER BOYLE;2;2;764.71
16;KATELYN FERGUSON DELANEY;1;5;759.43
17;LEWIS CAIN AGUILAR;1;3;755.43
18;BELL MORRISON NUNEZ;2;4;748.71
19;KEELIE WASHINGTON HOFFMAN;1;2;748.14
20;MOANA ACOSTA MCDOWELL;2;4;741.43
21;CLAUDIA ROLLINS TRUJILLO;2;5;740.29
22;KYLA RIDDLE WHITFIELD;2;5;731.57
23;GARRETT CAMACHO SANFORD;2;5;730.14
24;VAUGHAN SIMMONS DORSEY;1;5;721.71
25;RIGEL WILKINSON HAYS;1;5;720.86
26;HALEY MIRANDA HAMMOND;1;5;706.57
27;GERMANE ADAMS REED;2;5;693.86
28;DALE HEWITT WALLS;1;5;689.57
29;JADE FLORES KIM;1;5;679.29
30;DARIUS MEJIA MARSHALL;1;5;675.86


